OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Quantity,UnitPrice,TotalAmount,Region,PaymentMethod
100047,2019-10-06,C0369,Customer_369,P019,Noise Cancelling Headphones,Electronics,1,2388,1911,West,EMI
100048,2021-02-25,C0421,Customer_421,P009,Yoga Mat,Sports,2,322,644,North,UPI
100049,2018-09-16,C1328,Customer_1328,P018,Smartphone Case,Accessories,1,805,805,Central,UPI
100050,2019-08-12,C1166,Customer_1166,P013,Gaming Keyboard,Electronics,1,1564,1564,South,Debit Card
100051,2019-08-25,C0330,Customer_330,P013,Gaming Keyboard,Electronics,1,1328,1328,Central,Wallet
100052,2020-05-14,C1298,Customer_1298,P009,Yoga Mat,Sports,2,492,984,North,Cash on Delivery
100053,2018-02-07,C1290,Customer_1290,P006,Running Shoes,Apparel,1,2307,2307,East,Debit Card
100054,2018-04-11,C0150,Customer_150,P005,Smartwatch,Electronics,1,1116,1116,West,NetBanking
100055,2019-02-07,C0386,Customer_386,P013,Gaming Keyboard,Electronics,2,1549,3098,Central,Cash on Delivery
100056,2022-03-29,C0094,Customer_94,P014,Backpack,Accessories,1,642,642,South,Wallet
100057,2018-01-21,C1151,Customer_1151,P013,Gaming Keyboard,Electronics,1,1683,1347,West,Wallet
100058,2021-11-21,C1363,Customer_1363,P004,USB-C Cable,Accessories,1,162,162,South,Cash on Delivery
100059,2019-12-09,C0337,Customer_337,P010,Office Chair,Furniture,5,1536,7680,South,EMI
100060,2021-09-03,C0843,Customer_843,P011,Water Bottle,Home,1,362,362,Central,UPI
100061,2019-07-16,C0724,Customer_724,P007,Desk Lamp,Home,4,754,3016,East,UPI
100062,2018-09-17,C1021,Customer_1021,P012,T-Shirt,Apparel,2,227,454,East,NetBanking
100063,2020-12-31,C0087,Customer_87,P006,Running Shoes,Apparel,1,2677,2677,North,UPI
100064,2023-06-02,C1158,Customer_1158,P016,Blender,Home,1,425,425,East,Debit Card
100065,2022-01-02,C1148,Customer_1148,P002,Laptop Sleeve,Accessories,3,394,1123,North,Credit Card
100066,2024-08-19,C1433,Customer_1433,P014,Backpack,Accessories,1,517,517,East,Debit Card
100067,2018-05-04,C1465,Customer_1465,P004,USB-C Cable,Accessories,1,118,118,West,NetBanking
100068,2023-10-27,C1014,Customer_1014,P009,Yoga Mat,Sports,1,419,419,North,Credit Card
100069,2024-01-30,C1018,Customer_1018,P007,Desk Lamp,Home,1,512,512,North,Wallet
100070,2019-09-10,C0226,Customer_226,P014,Backpack,Accessories,2,560,1120,Central,UPI
100071,2021-03-07,C0302,Customer_302,P008,Coffee Maker,Home,3,1088,3264,North,NetBanking
100072,2019-04-01,C0063,Customer_63,P017,Sunglasses,Accessories,2,296,592,East,Debit Card
100073,2018-09-13,C1483,Customer_1483,P015,LED Monitor,Electronics,3,1631,4893,East,NetBanking
100074,2020-01-03,C1589,Customer_1589,P005,Smartwatch,Electronics,1,1116,1116,East,UPI
100075,2018-08-27,C0533,Customer_533,P013,Gaming Keyboard,Electronics,4,1957,7828,South,Cash on Delivery
100076,2019-05-26,C0429,Customer_429,P005,Smartwatch,Electronics,5,1157,5785,Central,NetBanking
100077,2018-03-30,C0175,Customer_175,P016,Blender,Home,1,512,512,East,EMI
100078,2019-03-23,C1397,Customer_1397,P010,Office Chair,Furniture,1,1579,1579,West,Debit Card
100079,2021-08-03,C0265,Customer_265,P002,Laptop Sleeve,Accessories,1,574,574,South,UPI
100080,2023-09-09,C0547,Customer_547,P009,Yoga Mat,Sports,1,408,408,East,Credit Card
100081,2018-04-15,C1037,Customer_1037,P016,Blender,Home,2,435,870,East,Debit Card
100082,2024-08-12,C0741,Customer_741,P001,Wireless Mouse,Electronics,3,312,936,East,UPI
100083,2018-10-17,C1093,Customer_1093,P015,LED Monitor,Electronics,1,1882,1882,West,UPI
100084,2018-10-03,C1372,Customer_1372,P006,Running Shoes,Apparel,1,1787,1787,Central,UPI
100085,2020-12-18,C0262,Customer_262,P011,Water Bottle,Home,1,330,330,South,UPI
100086,2018-11-07,C1170,Customer_1170,P018,Smartphone Case,Accessories,5,773,3865,East,Credit Card
100087,2023-01-24,C0726,Customer_726,P007,Desk Lamp,Home,1,544,544,South,Cash on Delivery
100088,2022-01-22,C1313,Customer_1313,P019,Noise Cancelling Headphones,Electronics,2,2469,4938,Central,EMI
100089,2019-01-03,C0574,Customer_574,P010,Office Chair,Furniture,3,1421,4263,West,Wallet
100090,2019-02-10,C1434,Customer_1434,P006,Running Shoes,Apparel,1,2180,2180,South,Wallet
100091,2019-09-26,C1496,Customer_1496,P001,Wireless Mouse,Electronics,2,298,552,East,Credit Card
100092,2019-05-16,C0271,Customer_271,P005,Smartwatch,Electronics,1,1231,1231,Central,EMI
100093,2018-04-24,C1340,Customer_1340,P017,Sunglasses,Accessories,1,360,306,East,Debit Card
100094,2020-05-21,C0441,Customer_441,P008,Coffee Maker,Home,1,991,991,West,Cash on Delivery
100095,2021-10-09,C1104,Customer_1104,P009,Yoga Mat,Sports,2,496,893,Central,Wallet
100096,2020-12-07,C0987,Customer_987,P002,Laptop Sleeve,Accessories,1,599,599,North,EMI
100097,2019-05-12,C0446,Customer_446,P020,Electric Kettle,Home,1,341,341,South,UPI
100098,2020-02-19,C1313,Customer_1313,P004,USB-C Cable,Accessories,2,155,310,East,Wallet
100099,2018-03-21,C1232,Customer_1232,P005,Smartwatch,Electronics,3,1467,4401,West,Wallet
100100,2018-02-07,C0732,Customer_732,P016,Blender,Home,1,559,559,North,Wallet
100101,2021-09-29,C0150,Customer_150,P003,Bluetooth Speaker,Electronics,1,795,795,North,EMI
100102,2020-02-01,C1545,Customer_1545,P013,Gaming Keyboard,Electronics,4,1633,6532,West,Credit Card
100103,2024-02-19,C0872,Customer_872,P002,Laptop Sleeve,Accessories,4,497,1988,North,Debit Card
100104,2021-06-18,C1149,Customer_1149,P005,Smartwatch,Electronics,1,1563,1563,Central,Cash on Delivery
100105,2021-10-26,C1126,Customer_1126,P017,Sunglasses,Accessories,1,346,346,East,EMI
100106,2021-01-04,C1535,Customer_1535,P003,Bluetooth Speaker,Electronics,3,831,2493,Central,EMI
100107,2023-04-29,C0267,Customer_267,P013,Gaming Keyboard,Electronics,3,1844,5532,Central,Credit Card
100108,2023-11-03,C1001,Customer_1001,P009,Yoga Mat,Sports,2,519,1038,South,Cash on Delivery
100109,2018-11-10,C1178,Customer_1178,P001,Wireless Mouse,Electronics,1,409,409,North,Credit Card
100110,2021-03-15,C0652,Customer_652,P020,Electric Kettle,Home,1,396,396,Central,Cash on Delivery
100111,2019-11-23,C1161,Customer_1161,P014,Backpack,Accessories,1,700,700,South,EMI
100112,2020-12-04,C0558,Customer_558,P007,Desk Lamp,Home,10,667,6670,West,NetBanking
100113,2020-11-02,C0809,Customer_809,P013,Gaming Keyboard,Electronics,1,1811,1811,Central,NetBanking
100114,2022-04-14,C0404,Customer_404,P004,USB-C Cable,Accessories,1,142,121,East,Credit Card
100115,2020-05-04,C1172,Customer_1172,P019,Noise Cancelling Headphones,Electronics,3,2326,6978,South,Cash on Delivery
100116,2021-10-10,C0847,Customer_847,P007,Desk Lamp,Home,1,622,622,West,Cash on Delivery
100117,2020-10-06,C1477,Customer_1477,P001,Wireless Mouse,Electronics,2,370,740,West,Debit Card
100118,2020-09-23,C1246,Customer_1246,P001,Wireless Mouse,Electronics,1,343,343,West,Wallet
100119,2021-04-27,C0631,Customer_631,P008,Coffee Maker,Home,4,928,3712,West,UPI
100120,2021-08-02,C0241,Customer_241,P003,Bluetooth Speaker,Electronics,1,772,772,South,UPI
100121,2021-11-04,C0812,Customer_812,P015,LED Monitor,Electronics,1,2157,2157,East,Wallet
100122,2019-09-27,C0660,Customer_660,P004,USB-C Cable,Accessories,2,147,272,South,Cash on Delivery
100123,2020-05-28,C1298,Customer_1298,P011,Water Bottle,Home,2,257,514,North,EMI
100124,2020-12-03,C0652,Customer_652,P007,Desk Lamp,Home,1,686,686,South,Wallet
100125,2021-11-14,C0263,Customer_263,P014,Backpack,Accessories,1,562,450,Central,UPI
100126,2019-11-14,C0217,Customer_217,P007,Desk Lamp,Home,1,660,660,East,Wallet
100127,2019-01-18,C0267,Customer_267,P014,Backpack,Accessories,1,632,632,South,EMI
100128,2023-12-25,C0217,Customer_217,P020,Electric Kettle,Home,1,499,499,West,EMI
100129,2018-01-17,C0925,Customer_925,P019,Noise Cancelling Headphones,Electronics,1,2261,2261,South,Wallet
100130,2019-05-08,C1546,Customer_1546,P008,Coffee Maker,Home,1,752,752,North,UPI
100131,2022-12-04,C1357,Customer_1357,P015,LED Monitor,Electronics,2,1698,3396,South,UPI
100132,2018-05-25,C0490,Customer_490,P014,Backpack,Accessories,2,509,1018,West,EMI
100133,2018-11-20,C0408,Customer_408,P004,USB-C Cable,Accessories,1,155,132,Central,NetBanking
100134,2019-02-19,C1243,Customer_1243,P011,Water Bottle,Home,4,255,1020,Central,EMI
100135,2024-07-19,C0948,Customer_948,P002,Laptop Sleeve,Accessories,2,463,926,East,Wallet
100136,2018-03-04,C0691,Customer_691,P007,Desk Lamp,Home,2,843,1686,West,Debit Card
100137,2023-08-04,C0304,Customer_304,P007,Desk Lamp,Home,1,804,804,North,Wallet
100138,2023-05-07,C0879,Customer_879,P006,Running Shoes,Apparel,1,2233,2122,West,Cash on Delivery
100139,2018-09-06,C0337,Customer_337,P010,Office Chair,Furniture,4,2169,8676,East,Cash on Delivery
100140,2018-02-09,C0743,Customer_743,P003,Bluetooth Speaker,Electronics,2,853,1706,North,UPI
100141,2020-05-02,C0358,Customer_358,P019,Noise Cancelling Headphones,Electronics,2,1774,3194,North,EMI
100142,2021-04-12,C1144,Customer_1144,P010,Office Chair,Furniture,1,1729,1729,West,Wallet
100143,2018-05-08,C1507,Customer_1507,P006,Running Shoes,Apparel,1,1942,1942,West,NetBanking
100144,2020-09-30,C1401,Customer_1401,P001,Wireless Mouse,Electronics,5,293,1407,South,Wallet
100145,2019-08-08,C1214,Customer_1214,P006,Running Shoes,Apparel,1,1989,1989,Central,Cash on Delivery
100146,2020-12-15,C0397,Customer_397,P013,Gaming Keyboard,Electronics,1,1288,1224,South,Cash on Delivery
100147,2021-11-26,C0866,Customer_866,P020,Electric Kettle,Home,10,518,5180,South,NetBanking
100148,2021-04-27,C1284,Customer_1284,P006,Running Shoes,Apparel,1,2046,2046,South,Cash on Delivery
100149,2022-03-29,C1213,Customer_1213,P018,Smartphone Case,Accessories,1,688,654,Central,EMI
100150,2020-02-06,C0250,Customer_250,P005,Smartwatch,Electronics,1,1384,1384,East,Credit Card
100151,2023-04-19,C1235,Customer_1235,P009,Yoga Mat,Sports,1,363,363,Central,Debit Card
100152,2022-05-07,C1374,Customer_1374,P016,Blender,Home,1,388,388,Central,Credit Card
100153,2021-08-18,C0543,Customer_543,P010,Office Chair,Furniture,1,1825,1825,South,NetBanking
100154,2021-11-26,C1497,Customer_1497,P015,LED Monitor,Electronics,1,1717,1717,Central,Debit Card
100155,2018-05-01,C1441,Customer_1441,P010,Office Chair,Furniture,1,1537,1537,West,EMI
100156,2018-07-23,C1191,Customer_1191,P002,Laptop Sleeve,Accessories,1,419,419,Central,UPI
100157,2018-12-23,C1052,Customer_1052,P014,Backpack,Accessories,1,612,612,East,UPI
100158,2019-07-31,C0492,Customer_492,P006,Running Shoes,Apparel,1,1665,1665,East,Debit Card
100159,2021-02-06,C1019,Customer_1019,P014,Backpack,Accessories,1,619,619,East,Credit Card
100160,2018-04-13,C0164,Customer_164,P006,Running Shoes,Apparel,1,1905,1905,East,NetBanking
100161,2023-09-12,C1027,Customer_1027,P004,USB-C Cable,Accessories,2,125,250,North,Credit Card
100162,2022-01-06,C0997,Customer_997,P016,Blender,Home,1,473,403,South,EMI
100163,2024-04-29,C0819,Customer_819,P007,Desk Lamp,Home,1,584,526,Central,Credit Card
100164,2018-12-14,C0569,Customer_569,P013,Gaming Keyboard,Electronics,5,1378,6890,East,UPI
100165,2021-04-12,C1348,Customer_1348,P002,Laptop Sleeve,Accessories,3,595,1785,South,Debit Card
100166,2024-02-15,C0518,Customer_518,P005,Smartwatch,Electronics,1,1346,1346,Central,NetBanking
100167,2019-05-15,C1205,Customer_1205,P011,Water Bottle,Home,3,313,939,Central,Debit Card
100168,2022-04-10,C1401,Customer_1401,P001,Wireless Mouse,Electronics,1,345,345,East,UPI
100169,2020-12-13,C0062,Customer_62,P005,Smartwatch,Electronics,1,1026,1026,Central,Cash on Delivery
100170,2018-10-02,C1433,Customer_1433,P014,Backpack,Accessories,1,675,675,Central,Wallet
100171,2019-05-07,C1385,Customer_1385,P005,Smartwatch,Electronics,1,1106,996,North,UPI
100172,2024-11-16,C1427,Customer_1427,P020,Electric Kettle,Home,1,664,664,West,Credit Card
100173,2020-05-17,C0738,Customer_738,P006,Running Shoes,Apparel,1,1678,1678,East,Cash on Delivery
100174,2019-02-18,C0075,Customer_75,P011,Water Bottle,Home,1,292,292,South,EMI
100175,2022-04-24,C0729,Customer_729,P019,Noise Cancelling Headphones,Electronics,1,2017,1816,West,Debit Card
100176,2018-06-10,C1430,Customer_1430,P012,T-Shirt,Apparel,1,320,320,Central,Debit Card
100177,2018-03-27,C0473,Customer_473,P002,Laptop Sleeve,Accessories,1,543,435,West,NetBanking
100178,2018-11-11,C0689,Customer_689,P005,Smartwatch,Electronics,1,1161,1161,North,Cash on Delivery
100179,2020-07-01,C0061,Customer_61,P015,LED Monitor,Electronics,4,1928,7712,East,Cash on Delivery
100180,2019-11-09,C1432,Customer_1432,P011,Water Bottle,Home,1,243,243,South,Debit Card
100181,2021-12-02,C0395,Customer_395,P005,Smartwatch,Electronics,2,1325,2650,Central,NetBanking
100182,2018-07-04,C0825,Customer_825,P013,Gaming Keyboard,Electronics,3,1802,5406,East,EMI
100183,2018-10-28,C1177,Customer_1177,P001,Wireless Mouse,Electronics,2,307,614,South,NetBanking
100184,2021-05-21,C0446,Customer_446,P001,Wireless Mouse,Electronics,2,257,514,Central,EMI
100185,2021-09-02,C0197,Customer_197,P011,Water Bottle,Home,4,322,1288,South,Cash on Delivery
100186,2020-02-15,C0575,Customer_575,P011,Water Bottle,Home,1,280,266,East,Wallet
100187,2020-01-04,C1308,Customer_1308,P013,Gaming Keyboard,Electronics,1,1891,1891,West,EMI
100188,2019-09-06,C1118,Customer_1118,P005,Smartwatch,Electronics,1,1410,1410,South,Credit Card
100189,2021-11-05,C0241,Customer_241,P006,Running Shoes,Apparel,1,1972,1972,North,Debit Card
100190,2020-08-07,C1499,Customer_1499,P020,Electric Kettle,Home,1,647,550,East,Debit Card
100191,2024-08-11,C0723,Customer_723,P009,Yoga Mat,Sports,1,392,353,Central,Cash on Delivery
100192,2022-10-05,C1250,Customer_1250,P011,Water Bottle,Home,4,332,1328,North,Wallet
100193,2021-02-25,C0665,Customer_665,P010,Office Chair,Furniture,1,1235,1235,West,UPI
100194,2024-12-06,C1327,Customer_1327,P008,Coffee Maker,Home,5,1037,5185,East,UPI
100195,2023-11-27,C0736,Customer_736,P014,Backpack,Accessories,2,576,1037,Central,UPI
100196,2018-11-21,C0929,Customer_929,P004,USB-C Cable,Accessories,1,178,178,East,Cash on Delivery
100197,2021-03-29,C0760,Customer_760,P017,Sunglasses,Accessories,1,343,343,South,EMI
100198,2023-11-25,C1595,Customer_1595,P020,Electric Kettle,Home,10,596,5960,South,EMI
100199,2020-08-06,C0788,Customer_788,P014,Backpack,Accessories,1,579,579,East,UPI
100200,2024-06-24,C0790,Customer_790,P001,Wireless Mouse,Electronics,1,364,364,South,Wallet
100201,2021-11-18,C0894,Customer_894,P007,Desk Lamp,Home,1,489,489,West,Wallet
100202,2020-09-26,C1258,Customer_1258,P016,Blender,Home,1,579,579,South,Debit Card
100203,2020-05-11,C0811,Customer_811,P006,Running Shoes,Apparel,1,2207,2207,North,Credit Card
100204,2018-06-15,C1482,Customer_1482,P001,Wireless Mouse,Electronics,2,383,728,North,UPI
100205,2022-04-16,C0457,Customer_457,P012,T-Shirt,Apparel,1,209,209,North,EMI
100206,2018-12-27,C1494,Customer_1494,P007,Desk Lamp,Home,1,664,664,South,UPI
100207,2018-01-09,C0739,Customer_739,P003,Bluetooth Speaker,Electronics,1,708,708,Central,EMI
100208,2023-11-23,C1060,Customer_1060,P013,Gaming Keyboard,Electronics,1,1257,1257,Central,EMI
100209,2018-08-01,C1442,Customer_1442,P002,Laptop Sleeve,Accessories,5,532,2660,Central,Credit Card
100210,2020-04-11,C0807,Customer_807,P010,Office Chair,Furniture,1,1455,1455,Central,Wallet
100211,2019-06-27,C0584,Customer_584,P019,Noise Cancelling Headphones,Electronics,1,2395,2395,West,Wallet
100212,2018-05-14,C0408,Customer_408,P007,Desk Lamp,Home,1,742,742,North,Cash on Delivery
100213,2020-09-20,C0099,Customer_99,P020,Electric Kettle,Home,1,602,602,East,EMI
100214,2023-11-04,C0117,Customer_117,P009,Yoga Mat,Sports,3,446,1338,Central,NetBanking
100215,2020-08-19,C1360,Customer_1360,P002,Laptop Sleeve,Accessories,2,484,968,North,UPI
100216,2018-10-23,C0055,Customer_55,P019,Noise Cancelling Headphones,Electronics,2,2354,4708,East,Debit Card
100217,2019-05-19,C0422,Customer_422,P001,Wireless Mouse,Electronics,1,377,377,North,EMI
100218,2018-01-30,C0822,Customer_822,P014,Backpack,Accessories,5,648,3240,South,NetBanking
100219,2018-05-19,C1584,Customer_1584,P005,Smartwatch,Electronics,1,1068,1068,North,UPI
100220,2019-10-15,C0730,Customer_730,P012,T-Shirt,Apparel,1,273,273,North,EMI
100221,2021-02-19,C0248,Customer_248,P011,Water Bottle,Home,1,321,321,West,Wallet
100222,2018-07-23,C0311,Customer_311,P002,Laptop Sleeve,Accessories,2,633,1266,North,Debit Card
100223,2020-09-01,C0033,Customer_33,P017,Sunglasses,Accessories,1,292,278,South,EMI
100224,2019-12-12,C0826,Customer_826,P011,Water Bottle,Home,1,354,354,West,NetBanking
100225,2024-01-14,C0235,Customer_235,P013,Gaming Keyboard,Electronics,3,1325,3975,Central,EMI
100226,2018-05-02,C1254,Customer_1254,P009,Yoga Mat,Sports,1,383,383,Central,EMI
100227,2019-01-06,C1430,Customer_1430,P012,T-Shirt,Apparel,5,266,1330,North,EMI
100228,2019-03-30,C0970,Customer_970,P008,Coffee Maker,Home,3,1064,3192,East,Debit Card
100229,2023-10-20,C1531,Customer_1531,P007,Desk Lamp,Home,1,1000,1000,East,UPI
100230,2019-09-06,C0024,Customer_24,P016,Blender,Home,1,428,428,South,Debit Card
100231,2020-04-17,C0595,Customer_595,P016,Blender,Home,5,448,2240,East,EMI
100232,2020-09-14,C0248,Customer_248,P016,Blender,Home,1,381,381,West,Credit Card
100233,2018-04-23,C0846,Customer_846,P020,Electric Kettle,Home,1,532,532,East,Credit Card
100234,2018-07-25,C1189,Customer_1189,P006,Running Shoes,Apparel,4,1291,5035,East,EMI
100235,2020-06-22,C0209,Customer_209,P014,Backpack,Accessories,2,544,1088,North,Cash on Delivery
100236,2018-04-09,C1144,Customer_1144,P014,Backpack,Accessories,2,555,1110,East,UPI
100237,2019-05-18,C1279,Customer_1279,P011,Water Bottle,Home,2,386,772,West,Credit Card
100238,2019-07-28,C0940,Customer_940,P016,Blender,Home,1,423,423,West,Debit Card
100239,2018-07-26,C1231,Customer_1231,P013,Gaming Keyboard,Electronics,1,1407,1407,South,NetBanking
100240,2018-02-25,C0313,Customer_313,P004,USB-C Cable,Accessories,2,199,359,East,Debit Card
100241,2021-08-24,C1412,Customer_1412,P004,USB-C Cable,Accessories,2,154,308,West,Wallet
100242,2023-03-05,C0493,Customer_493,P002,Laptop Sleeve,Accessories,1,655,655,East,Debit Card
100243,2018-09-09,C0743,Customer_743,P016,Blender,Home,1,532,532,South,Debit Card
100244,2018-04-01,C1028,Customer_1028,P007,Desk Lamp,Home,3,612,1836,East,EMI
100245,2021-01-20,C0695,Customer_695,P005,Smartwatch,Electronics,1,1002,1002,West,EMI
100246,2020-12-05,C1194,Customer_1194,P015,LED Monitor,Electronics,1,2214,2214,South,Credit Card
100247,2020-02-02,C0057,Customer_57,P015,LED Monitor,Electronics,1,1860,1860,North,Cash on Delivery
100248,2022-02-16,C0372,Customer_372,P002,Laptop Sleeve,Accessories,1,422,422,Central,NetBanking
100249,2019-09-07,C1410,Customer_1410,P005,Smartwatch,Electronics,5,1353,6765,Central,Wallet
100250,2019-01-27,C0533,Customer_533,P013,Gaming Keyboard,Electronics,3,1360,4080,West,EMI
100251,2021-01-02,C0723,Customer_723,P005,Smartwatch,Electronics,1,1314,1314,East,UPI
100252,2019-03-17,C0122,Customer_122,P016,Blender,Home,1,518,518,North,NetBanking
100253,2018-08-13,C0249,Customer_249,P007,Desk Lamp,Home,1,750,675,North,Wallet
100254,2020-04-21,C1483,Customer_1483,P011,Water Bottle,Home,1,338,338,North,EMI
100255,2019-08-23,C1349,Customer_1349,P009,Yoga Mat,Sports,1,369,369,Central,Credit Card
100256,2022-05-16,C0651,Customer_651,P020,Electric Kettle,Home,2,449,898,North,NetBanking
100257,2018-06-08,C0316,Customer_316,P012,T-Shirt,Apparel,1,244,244,West,Cash on Delivery
100258,2023-02-02,C0350,Customer_350,P007,Desk Lamp,Home,2,726,1416,East,Debit Card
100259,2020-05-03,C0818,Customer_818,P008,Coffee Maker,Home,1,1164,1164,West,NetBanking
100260,2021-07-29,C1206,Customer_1206,P003,Bluetooth Speaker,Electronics,5,692,3460,West,NetBanking
100261,2021-08-13,C0514,Customer_514,P013,Gaming Keyboard,Electronics,2,1597,3194,North,Credit Card
100262,2022-10-26,C0505,Customer_505,P004,USB-C Cable,Accessories,1,127,127,Central,NetBanking
100263,2024-07-04,C1511,Customer_1511,P006,Running Shoes,Apparel,1,1848,1848,South,Cash on Delivery
100264,2023-03-13,C0104,Customer_104,P014,Backpack,Accessories,1,584,584,East,EMI
100265,2022-11-26,C1435,Customer_1435,P020,Electric Kettle,Home,1,488,488,Central,Cash on Delivery
100266,2019-09-14,C0586,Customer_586,P001,Wireless Mouse,Electronics,5,296,1480,North,Credit Card
100267,2023-09-18,C1524,Customer_1524,P009,Yoga Mat,Sports,1,315,300,East,Wallet
100268,2019-08-14,C1241,Customer_1241,P007,Desk Lamp,Home,3,672,2016,West,UPI
100269,2020-08-23,C0578,Customer_578,P015,LED Monitor,Electronics,2,2266,4532,South,NetBanking
100270,2018-11-23,C1127,Customer_1127,P015,LED Monitor,Electronics,1,2114,2114,North,EMI
100271,2024-10-04,C1502,Customer_1502,P019,Noise Cancelling Headphones,Electronics,1,2367,2367,East,Cash on Delivery
100272,2023-07-26,C0699,Customer_699,P001,Wireless Mouse,Electronics,4,277,1108,East,Cash on Delivery
100273,2020-03-23,C1212,Customer_1212,P005,Smartwatch,Electronics,4,1508,6032,South,EMI
100274,2021-09-06,C0258,Customer_258,P006,Running Shoes,Apparel,1,2210,2210,North,Cash on Delivery
100275,2019-06-19,C0701,Customer_701,P014,Backpack,Accessories,1,566,566,East,Wallet
